forecast_date,target,target_end_date,location,type,quantile,value
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,10,quantile,0.9,16
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,10,quantile,0.95,20
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,10,quantile,0.975,23
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,10,quantile,0.99,28
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,10,point,NA,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.01,68
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.025,85
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.05,102
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.1,124
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.15,141
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.2,155
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.25,168
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.3,180
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.35,191
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.4,203
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.45,214
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.5,226
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.55,238
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.6,251
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.65,265
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.7,279
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.75,296
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.8,315
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.85,339
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.9,369
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.95,418
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.975,464
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,quantile,0.99,520
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,12,point,NA,236
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.01,22
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.025,25
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.05,29
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.1,33
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.15,37
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.2,39
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.25,42
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.3,44
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.35,46
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.4,48
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.45,50
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.5,52
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.55,54
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.6,56
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.65,58
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.7,61
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.75,63
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.8,67
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.85,70
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.9,75
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.95,83
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.975,89
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,quantile,0.99,98
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,13,point,NA,53
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.01,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.025,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.05,1
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.1,2
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.15,2
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.2,3
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.25,3
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.3,4
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.35,4
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.4,4
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.45,5
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.5,5
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.55,6
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.6,6
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.65,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.7,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.75,8
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.8,9
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.85,10
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.9,11
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.95,13
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.975,15
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,quantile,0.99,17
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,15,point,NA,6
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.01,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.025,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.05,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.1,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.15,0
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.2,1
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.25,1
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.3,2
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.35,3
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.4,3
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.45,4
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.5,5
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.55,6
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.6,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.65,8
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.7,9
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.75,11
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.8,13
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.85,16
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.9,19
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.95,26
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.975,32
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,quantile,0.99,40
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,16,point,NA,7
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.01,4
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.025,6
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.05,10
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.1,14
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.15,18
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.2,21
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.25,25
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.3,28
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.35,31
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.4,34
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.45,38
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.5,41
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.55,45
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.6,48
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.65,53
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.7,57
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.75,63
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.8,69
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.85,77
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.9,88
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.95,105
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.975,121
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,quantile,0.99,142
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,17,point,NA,46
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.01,18
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.025,23
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.05,28
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.1,35
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.15,40
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.2,44
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.25,47
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.3,51
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.35,54
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.4,58
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.45,61
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.5,64
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.55,68
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.6,72
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.65,76
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.7,80
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.75,85
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.8,90
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.85,97
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.9,106
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.95,120
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.975,133
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,quantile,0.99,149
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,18,point,NA,67
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,19,quantile,0.01,10
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,19,quantile,0.025,13
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,19,quantile,0.05,16
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,19,quantile,0.1,20
2023-02-06,1 wk ahead inc flu hosp,2023-02-11,19,quantile,0.15,23
