forecast_date,target,target_end_date,location,type,quantile,value
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,point,NA,85
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,point,NA,90
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,point,NA,90
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,point,NA,92
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.01,63
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.01,62
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.01,53
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.01,49
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.025,67
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.025,66
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.025,59
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.025,56
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.05,69
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.05,70
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.05,64
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.05,62
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.1,73
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.1,74
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.1,70
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.1,68
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.15,75
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.15,77
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.15,73
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.15,73
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.2,77
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.2,80
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.2,76
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.2,76
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.25,78
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.25,82
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.25,79
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.25,79
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.3,80
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.3,84
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.3,81
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.3,82
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.35,81
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.35,86
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.35,84
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.35,85
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.4,82
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.4,87
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.4,86
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.4,87
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.45,83
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.45,89
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.45,88
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.45,89
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.5,85
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.5,90
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.5,90
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.5,92
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.55,86
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.55,92
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.55,92
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.55,94
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.6,87
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.6,93
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.6,94
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.6,96
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.65,88
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.65,95
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.65,96
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.65,99
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.7,89
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.7,97
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.7,98
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.7,101
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.75,91
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.75,99
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.75,100
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.75,104
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.8,92
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.8,101
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.8,103
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.8,107
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.85,94
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.85,103
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.85,106
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.85,111
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.9,96
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.9,106
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.9,110
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.9,115
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.95,100
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.95,111
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.95,116
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.95,122
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.975,103
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.975,115
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.975,120
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.975,127
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,05,quantile,0.99,106
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,05,quantile,0.99,119
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,05,quantile,0.99,126
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,05,quantile,0.99,134
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,point,NA,249
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,point,NA,272
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,point,NA,288
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,point,NA,301
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.01,127
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.01,90
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.01,50
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.01,10
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.025,146
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.025,118
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.025,87
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.025,56
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.05,163
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.05,143
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.05,120
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.05,95
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.1,182
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.1,172
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.1,157
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.1,141
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.15,195
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.15,191
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.15,182
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.15,171
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.2,205
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.2,206
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.2,202
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.2,196
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.25,214
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.25,219
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.25,219
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.25,217
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.3,222
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.3,231
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.3,235
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.3,236
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.35,229
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.35,242
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.35,249
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.35,253
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.4,236
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.4,252
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.4,262
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.4,269
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.45,242
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.45,262
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.45,276
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.45,285
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.5,249
2022-10-31,2 wk ahead inc flu hosp,2022-11-12,06,quantile,0.5,272
2022-10-31,3 wk ahead inc flu hosp,2022-11-19,06,quantile,0.5,288
2022-10-31,4 wk ahead inc flu hosp,2022-11-26,06,quantile,0.5,301
2022-10-31,1 wk ahead inc flu hosp,2022-11-05,06,quantile,0.55,256
